                      Estimate   Std. Error
Omegainput1_s    -8.003747e-01 4.513105e+00
Omegainput1_s     1.176042e+00 3.797924e+00
Omegainput1_s     3.356901e+00 3.699386e+00
Omegainput1_s    -4.963035e+00 6.112364e+00
Omegainput1_s    -7.816205e+00 6.614950e+00
Omegainput1_s    -3.224767e+00 4.787328e+00
Omegainput1_s     3.215492e+00 3.928730e+00
Omegainput1_s    -8.273808e+00 6.117539e+00
Omegainput1_s     8.562068e+00 3.390398e+00
Omegainput1_s     6.502509e+00 3.097765e+00
Omegainput1_s    -1.899928e+00 3.840074e+00
Omegainput1_s    -4.971045e-01 3.918247e+00
Omegainput1_s    -4.171974e-01 4.121326e+00
Omegainput1_s    -9.780924e+00 8.968242e+00
Omegainput1_s    -8.938659e+00 8.315574e+00
Omegainput1_s    -3.000863e+00 4.564328e+00
Omegainput1_s    -8.437641e+00 7.173754e+00
Omegainput1_s     1.374534e+01 3.394596e+00
Omegainput1_s     4.377008e+00 3.192094e+00
Omegainput1_s     6.222762e+00 3.377346e+00
Omegainput1_s    -1.234628e-01 4.186945e+00
Omegainput1_s    -3.853849e+00 4.508317e+00
Omegainput1_s    -7.737535e-01 3.827853e+00
Omegainput1_s     3.758651e+00 3.727702e+00
Omegainput1_s     5.737458e-01 4.146169e+00
Omegainput1_s    -4.524210e+00 5.119262e+00
Omegainput1_s     3.602152e+00 3.561675e+00
Omegainput1_s     2.673591e+00 3.463538e+00
Omegainput1_s     9.705271e+00 3.496498e+00
Omegainput1_s     7.041180e+00 3.400656e+00
Omegainput1_s     1.328820e+01 3.433046e+00
Omegainput1_s    -6.126274e+00 8.954404e+00
Omegainput1_s    -4.355070e+00 5.874635e+00
Omegainput1_s     7.831705e+00 3.438269e+00
Omegainput1_s    -1.909125e+00 5.639243e+00
Omegainput1_s     7.897832e+00 3.513036e+00
Omegainput1_s     3.431860e+00 3.659925e+00
Omegainput1_s    -8.967532e+00 6.527288e+00
Omegainput1_s    -1.254766e+00 3.868824e+00
Omegainput1_s     6.975848e+00 3.292749e+00
Omegainput1_s    -8.650097e+00 7.894664e+00
Omegainput1_s     1.221713e+01 3.372903e+00
